Estados,Fechas,Confirmados,Defunciones,Nuevos confirmados,Nuevas defunciones
Tlaxcala,2020-03-11,0,0,0,0
Tlaxcala,2020-03-12,0,0,0,0
Tlaxcala,2020-03-13,0,0,0,0
Tlaxcala,2020-03-14,0,0,0,0
Tlaxcala,2020-03-15,0,0,0,0
Tlaxcala,2020-03-16,0,0,0,0
Tlaxcala,2020-03-17,0,0,0,0
Tlaxcala,2020-03-18,0,0,0,0
Tlaxcala,2020-03-19,0,0,0,0
Tlaxcala,2020-03-20,0,0,0,0
Tlaxcala,2020-03-21,0,0,0,0
Tlaxcala,2020-03-22,0,0,0,0
Tlaxcala,2020-03-23,0,0,0,0
Tlaxcala,2020-03-24,0,0,0,0
Tlaxcala,2020-03-25,1,0,1,0
Tlaxcala,2020-03-26,1,0,0,0
Tlaxcala,2020-03-27,4,0,3,0
Tlaxcala,2020-03-28,4,0,0,0
Tlaxcala,2020-03-29,4,0,0,0
Tlaxcala,2020-03-30,4,0,0,0
Tlaxcala,2020-03-31,4,0,0,0
Tlaxcala,2020-04-01,5,0,1,0
Tlaxcala,2020-04-02,5,0,0,0
Tlaxcala,2020-04-03,8,0,3,0
Tlaxcala,2020-04-04,9,0,1,0
Tlaxcala,2020-04-05,11,0,2,0
Tlaxcala,2020-04-06,14,0,3,0
Tlaxcala,2020-04-07,18,0,4,0
Tlaxcala,2020-04-08,23,0,5,0
Tlaxcala,2020-04-09,29,0,6,0
Tlaxcala,2020-04-10,34,1,5,1
Tlaxcala,2020-04-11,38,1,4,0
Tlaxcala,2020-04-12,40,2,2,1
Tlaxcala,2020-04-13,49,2,9,0
Tlaxcala,2020-04-14,51,4,2,2
Tlaxcala,2020-04-15,58,4,7,0
Tlaxcala,2020-04-16,62,4,4,0
Tlaxcala,2020-04-17,67,4,5,0
Tlaxcala,2020-04-18,72,4,5,0
Tlaxcala,2020-04-19,76,4,4,0
Tlaxcala,2020-04-20,78,4,2,0
Tlaxcala,2020-04-21,84,5,6,1
Tlaxcala,2020-04-22,99,9,15,4
Tlaxcala,2020-04-23,107,10,8,1
Tlaxcala,2020-04-24,118,13,11,3
Tlaxcala,2020-04-25,133,13,15,0
Tlaxcala,2020-04-26,140,13,7,0
Tlaxcala,2020-04-27,145,15,5,2
Tlaxcala,2020-04-28,168,17,23,2
Tlaxcala,2020-04-29,185,19,17,2
Tlaxcala,2020-04-30,199,23,14,4
Tlaxcala,2020-05-01,224,23,25,0
Tlaxcala,2020-05-02,235,23,11,0
Tlaxcala,2020-05-03,246,23,11,0
Tlaxcala,2020-05-04,257,26,11,3
Tlaxcala,2020-05-05,269,30,12,4
Tlaxcala,2020-05-06,287,36,18,6
Tlaxcala,2020-05-07,313,43,26,7
Tlaxcala,2020-05-08,331,50,18,7
Tlaxcala,2020-05-09,364,53,33,3
Tlaxcala,2020-05-10,368,55,4,2
Tlaxcala,2020-05-11,397,58,29,3
Tlaxcala,2020-05-12,411,68,14,10
Tlaxcala,2020-05-13,452,75,41,7
Tlaxcala,2020-05-14,491,82,39,7
Tlaxcala,2020-05-15,526,86,35,4
Tlaxcala,2020-05-16,546,89,20,3
Tlaxcala,2020-05-17,571,91,25,2
Veracruz,2020-01-23,0,0,0,0
Veracruz,2020-01-24,0,0,0,0
Veracruz,2020-01-25,0,0,0,0
Veracruz,2020-01-26,0,0,0,0
Veracruz,2020-01-27,0,0,0,0
Veracruz,2020-01-28,0,0,0,0
Veracruz,2020-01-29,0,0,0,0
Veracruz,2020-01-30,0,0,0,0
Veracruz,2020-01-31,0,0,0,0
Veracruz,2020-02-01,0,0,0,0
Veracruz,2020-02-02,0,0,0,0
Veracruz,2020-02-03,0,0,0,0
Veracruz,2020-02-04,0,0,0,0
Veracruz,2020-02-05,0,0,0,0
Veracruz,2020-02-06,0,0,0,0
Veracruz,2020-02-07,0,0,0,0
Veracruz,2020-02-08,0,0,0,0
Veracruz,2020-02-09,0,0,0,0
Veracruz,2020-02-10,0,0,0,0
Veracruz,2020-02-11,0,0,0,0
Veracruz,2020-02-12,0,0,0,0
Veracruz,2020-02-13,0,0,0,0
Veracruz,2020-02-14,0,0,0,0
Veracruz,2020-02-15,0,0,0,0
Veracruz,2020-02-16,0,0,0,0
Veracruz,2020-02-17,0,0,0,0
Veracruz,2020-02-18,0,0,0,0
Veracruz,2020-02-19,0,0,0,0
Veracruz,2020-02-20,0,0,0,0
Veracruz,2020-02-21,0,0,0,0
Veracruz,2020-02-22,0,0,0,0
Veracruz,2020-02-23,0,0,0,0
Veracruz,2020-02-24,0,0,0,0
Veracruz,2020-02-25,0,0,0,0
Veracruz,2020-02-26,0,0,0,0
Veracruz,2020-02-27,0,0,0,0
Veracruz,2020-02-28,0,0,0,0
Veracruz,2020-02-29,0,0,0,0
Veracruz,2020-03-01,0,0,0,0
Veracruz,2020-03-02,0,0,0,0
Veracruz,2020-03-03,0,0,0,0
Veracruz,2020-03-04,0,0,0,0
Veracruz,2020-03-05,0,0,0,0
Veracruz,2020-03-06,0,0,0,0
Veracruz,2020-03-07,0,0,0,0
Veracruz,2020-03-08,0,0,0,0
Veracruz,2020-03-09,0,0,0,0
Veracruz,2020-03-10,0,0,0,0
Veracruz,2020-03-11,0,0,0,0
Veracruz,2020-03-12,0,0,0,0
Veracruz,2020-03-13,0,0,0,0
Veracruz,2020-03-14,0,0,0,0
Veracruz,2020-03-15,0,0,0,0
Veracruz,2020-03-16,0,0,0,0
Veracruz,2020-03-17,0,0,0,0
Veracruz,2020-03-18,2,0,2,0
Veracruz,2020-03-19,2,0,0,0
Veracruz,2020-03-20,4,0,2,0
Veracruz,2020-03-21,7,0,3,0
Veracruz,2020-03-22,7,0,0,0
Veracruz,2020-03-23,7,0,0,0
Veracruz,2020-03-24,7,0,0,0
Veracruz,2020-03-25,7,0,0,0
Veracruz,2020-03-26,7,0,0,0
Veracruz,2020-03-27,17,0,10,0
Veracruz,2020-03-28,23,0,6,0
Veracruz,2020-03-29,24,0,1,0
Veracruz,2020-03-30,26,1,2,1
Veracruz,2020-03-31,27,1,1,0
Veracruz,2020-04-01,28,1,1,0
Veracruz,2020-04-02,29,1,1,0
Veracruz,2020-04-03,35,2,6,1
Veracruz,2020-04-04,37,3,2,1
Veracruz,2020-04-05,40,3,3,0
Veracruz,2020-04-06,41,3,1,0
Veracruz,2020-04-07,46,3,5,0
Veracruz,2020-04-08,49,3,3,0
Veracruz,2020-04-09,54,3,5,0
Veracruz,2020-04-10,63,3,9,0
Veracruz,2020-04-11,73,3,10,0
Veracruz,2020-04-12,78,3,5,0
Veracruz,2020-04-13,82,3,4,0
Veracruz,2020-04-14,94,5,12,2
Veracruz,2020-04-15,106,6,12,1
Veracruz,2020-04-16,112,6,6,0
Veracruz,2020-04-17,121,7,9,1
Veracruz,2020-04-18,124,8,3,1
Veracruz,2020-04-19,146,9,22,1
Veracruz,2020-04-20,156,12,10,3
Veracruz,2020-04-21,165,13,9,1
Veracruz,2020-04-22,195,18,30,5
Veracruz,2020-04-23,230,21,35,3
Veracruz,2020-04-24,268,22,38,1
Veracruz,2020-04-25,299,23,31,1
Veracruz,2020-04-26,334,25,35,2
Veracruz,2020-04-27,402,31,68,6
Veracruz,2020-04-28,438,38,36,7
Veracruz,2020-04-29,486,42,48,4
Veracruz,2020-04-30,546,52,60,10
Veracruz,2020-05-01,586,56,40,4
Veracruz,2020-05-02,641,59,55,3
Veracruz,2020-05-03,673,64,32,5
Veracruz,2020-05-04,772,68,99,4
Veracruz,2020-05-05,806,79,34,11
Veracruz,2020-05-06,839,83,33,4
Veracruz,2020-05-07,926,99,87,16
Veracruz,2020-05-08,1013,112,87,13
Veracruz,2020-05-09,1114,121,101,9
Veracruz,2020-05-10,1158,123,44,2
Veracruz,2020-05-11,1306,135,148,12
Veracruz,2020-05-12,1448,155,142,20
Veracruz,2020-05-13,1520,166,72,11
Veracruz,2020-05-14,1612,195,92,29
Veracruz,2020-05-15,1644,222,32,27
Veracruz,2020-05-16,1747,234,103,12
Veracruz,2020-05-17,1868,238,121,4
Yucatán,2020-01-23,0,0,0,0
Yucatán,2020-01-24,0,0,0,0
Yucatán,2020-01-25,0,0,0,0
Yucatán,2020-01-26,0,0,0,0
Yucatán,2020-01-27,0,0,0,0
Yucatán,2020-01-28,0,0,0,0
Yucatán,2020-01-29,0,0,0,0
Yucatán,2020-01-30,0,0,0,0
Yucatán,2020-01-31,0,0,0,0
Yucatán,2020-02-01,0,0,0,0
Yucatán,2020-02-02,0,0,0,0
Yucatán,2020-02-03,0,0,0,0
Yucatán,2020-02-04,0,0,0,0
Yucatán,2020-02-05,0,0,0,0
Yucatán,2020-02-06,0,0,0,0
Yucatán,2020-02-07,0,0,0,0
Yucatán,2020-02-08,0,0,0,0
Yucatán,2020-02-09,0,0,0,0
Yucatán,2020-02-10,0,0,0,0
Yucatán,2020-02-11,0,0,0,0
Yucatán,2020-02-12,0,0,0,0
Yucatán,2020-02-13,0,0,0,0
Yucatán,2020-02-14,0,0,0,0
Yucatán,2020-02-15,0,0,0,0
Yucatán,2020-02-16,0,0,0,0
Yucatán,2020-02-17,0,0,0,0
Yucatán,2020-02-18,0,0,0,0
Yucatán,2020-02-19,0,0,0,0
Yucatán,2020-02-20,0,0,0,0
Yucatán,2020-02-21,0,0,0,0
Yucatán,2020-02-22,0,0,0,0
Yucatán,2020-02-23,0,0,0,0
Yucatán,2020-02-24,0,0,0,0
Yucatán,2020-02-25,0,0,0,0
Yucatán,2020-02-26,0,0,0,0
Yucatán,2020-02-27,0,0,0,0
Yucatán,2020-02-28,0,0,0,0
Yucatán,2020-02-29,0,0,0,0
Yucatán,2020-03-01,0,0,0,0
Yucatán,2020-03-02,0,0,0,0
Yucatán,2020-03-03,0,0,0,0
Yucatán,2020-03-04,0,0,0,0
Yucatán,2020-03-05,0,0,0,0
Yucatán,2020-03-06,0,0,0,0
Yucatán,2020-03-07,0,0,0,0
Yucatán,2020-03-08,0,0,0,0
Yucatán,2020-03-09,0,0,0,0
Yucatán,2020-03-10,0,0,0,0
Yucatán,2020-03-11,0,0,0,0
Yucatán,2020-03-12,0,0,0,0
Yucatán,2020-03-13,1,0,1,0
Yucatán,2020-03-14,1,0,0,0
Yucatán,2020-03-15,1,0,0,0
Yucatán,2020-03-16,4,0,3,0
Yucatán,2020-03-17,5,0,1,0
Yucatán,2020-03-18,8,0,3,0
Yucatán,2020-03-19,13,0,5,0
Yucatán,2020-03-20,13,0,0,0
Yucatán,2020-03-21,14,0,1,0
Yucatán,2020-03-22,19,0,5,0
Yucatán,2020-03-23,19,0,0,0
Yucatán,2020-03-24,24,0,5,0
Yucatán,2020-03-25,29,0,5,0
Yucatán,2020-03-26,32,0,3,0
Yucatán,2020-03-27,36,0,4,0
Yucatán,2020-03-28,38,0,2,0
Yucatán,2020-03-29,41,0,3,0
Yucatán,2020-03-30,46,0,5,0
Yucatán,2020-03-31,49,0,3,0
Yucatán,2020-04-01,52,0,3,0
Yucatán,2020-04-02,53,0,1,0
Yucatán,2020-04-03,59,0,6,0
Yucatán,2020-04-04,62,0,3,0
Yucatán,2020-04-05,67,2,5,2
Yucatán,2020-04-06,72,2,5,0
Yucatán,2020-04-07,74,2,2,0
Yucatán,2020-04-08,74,3,0,1
Yucatán,2020-04-09,88,3,14,0
Yucatán,2020-04-10,88,4,0,1
Yucatán,2020-04-11,103,4,15,0
Yucatán,2020-04-12,107,6,4,2
Yucatán,2020-04-13,114,6,7,0
Yucatán,2020-04-14,116,7,2,1
Yucatán,2020-04-15,128,7,12,0
Yucatán,2020-04-16,131,7,3,0
Yucatán,2020-04-17,140,8,9,1
Yucatán,2020-04-18,172,10,32,2
Yucatán,2020-04-19,176,10,4,0
Yucatán,2020-04-20,191,10,15,0
Yucatán,2020-04-21,194,12,3,2
Yucatán,2020-04-22,199,15,5,3
Yucatán,2020-04-23,234,18,35,3
Yucatán,2020-04-24,244,19,10,1
Yucatán,2020-04-25,299,20,55,1
Yucatán,2020-04-26,321,20,22,0
Yucatán,2020-04-27,350,23,29,3
Yucatán,2020-04-28,375,23,25,0
Yucatán,2020-04-29,401,26,26,3
Yucatán,2020-04-30,445,26,44,0
Yucatán,2020-05-01,485,30,40,4
Yucatán,2020-05-02,530,30,45,0
Yucatán,2020-05-03,584,31,54,1
Yucatán,2020-05-04,604,31,20,0
Yucatán,2020-05-05,645,33,41,2
Yucatán,2020-05-06,684,36,39,3
Yucatán,2020-05-07,721,39,37,3
Yucatán,2020-05-08,747,48,26,9
Yucatán,2020-05-09,784,48,37,0
Yucatán,2020-05-10,823,48,39,0
Yucatán,2020-05-11,842,51,19,3
Yucatán,2020-05-12,877,54,35,3
Yucatán,2020-05-13,918,54,41,0
Yucatán,2020-05-14,967,62,49,8
Yucatán,2020-05-15,1018,68,51,6
Yucatán,2020-05-16,1077,76,59,8
Yucatán,2020-05-17,1108,77,31,1
Zacatecas,2020-01-23,0,0,0,0
Zacatecas,2020-01-24,0,0,0,0
Zacatecas,2020-01-25,0,0,0,0
Zacatecas,2020-01-26,0,0,0,0
Zacatecas,2020-01-27,0,0,0,0
Zacatecas,2020-01-28,0,0,0,0
Zacatecas,2020-01-29,0,0,0,0
Zacatecas,2020-01-30,0,0,0,0
Zacatecas,2020-01-31,0,0,0,0
Zacatecas,2020-02-01,0,0,0,0
Zacatecas,2020-02-02,0,0,0,0
Zacatecas,2020-02-03,0,0,0,0
Zacatecas,2020-02-04,0,0,0,0
Zacatecas,2020-02-05,0,0,0,0
Zacatecas,2020-02-06,0,0,0,0
Zacatecas,2020-02-07,0,0,0,0
Zacatecas,2020-02-08,0,0,0,0
Zacatecas,2020-02-09,0,0,0,0
Zacatecas,2020-02-10,0,0,0,0
Zacatecas,2020-02-11,0,0,0,0
Zacatecas,2020-02-12,0,0,0,0
Zacatecas,2020-02-13,0,0,0,0
Zacatecas,2020-02-14,0,0,0,0
Zacatecas,2020-02-15,0,0,0,0
Zacatecas,2020-02-16,0,0,0,0
Zacatecas,2020-02-17,0,0,0,0
Zacatecas,2020-02-18,0,0,0,0
Zacatecas,2020-02-19,0,0,0,0
Zacatecas,2020-02-20,0,0,0,0
Zacatecas,2020-02-21,0,0,0,0
Zacatecas,2020-02-22,0,0,0,0
Zacatecas,2020-02-23,0,0,0,0
Zacatecas,2020-02-24,0,0,0,0
Zacatecas,2020-02-25,0,0,0,0
Zacatecas,2020-02-26,0,0,0,0
Zacatecas,2020-02-27,0,0,0,0
Zacatecas,2020-02-28,0,0,0,0
Zacatecas,2020-02-29,0,0,0,0
Zacatecas,2020-03-01,0,0,0,0
Zacatecas,2020-03-02,0,0,0,0
Zacatecas,2020-03-03,0,0,0,0
Zacatecas,2020-03-04,0,0,0,0
Zacatecas,2020-03-05,0,0,0,0
Zacatecas,2020-03-06,0,0,0,0
Zacatecas,2020-03-07,0,0,0,0
Zacatecas,2020-03-08,0,0,0,0
Zacatecas,2020-03-09,0,0,0,0
Zacatecas,2020-03-10,0,0,0,0
Zacatecas,2020-03-11,0,0,0,0
Zacatecas,2020-03-12,0,0,0,0
Zacatecas,2020-03-13,0,0,0,0
Zacatecas,2020-03-14,0,0,0,0
Zacatecas,2020-03-15,0,0,0,0
Zacatecas,2020-03-16,0,0,0,0
Zacatecas,2020-03-17,0,0,0,0
Zacatecas,2020-03-18,0,0,0,0
Zacatecas,2020-03-19,0,0,0,0
Zacatecas,2020-03-20,0,0,0,0
Zacatecas,2020-03-21,1,0,1,0
Zacatecas,2020-03-22,2,0,1,0
Zacatecas,2020-03-23,3,0,1,0
Zacatecas,2020-03-24,3,0,0,0
Zacatecas,2020-03-25,3,0,0,0
Zacatecas,2020-03-26,4,0,1,0
Zacatecas,2020-03-27,4,0,0,0
Zacatecas,2020-03-28,4,0,0,0
Zacatecas,2020-03-29,5,0,1,0
Zacatecas,2020-03-30,6,0,1,0
Zacatecas,2020-03-31,6,0,0,0
Zacatecas,2020-04-01,6,1,0,1
Zacatecas,2020-04-02,7,1,1,0
Zacatecas,2020-04-03,7,1,0,0
Zacatecas,2020-04-04,10,2,3,1
Zacatecas,2020-04-05,10,2,0,0
Zacatecas,2020-04-06,9,2,-1,0
Zacatecas,2020-04-07,10,2,1,0
Zacatecas,2020-04-08,11,2,1,0
Zacatecas,2020-04-09,11,2,0,0
Zacatecas,2020-04-10,14,2,3,0
Zacatecas,2020-04-11,14,2,0,0
Zacatecas,2020-04-12,15,2,1,0
Zacatecas,2020-04-13,16,2,1,0
Zacatecas,2020-04-14,17,2,1,0
Zacatecas,2020-04-15,18,2,1,0
Zacatecas,2020-04-16,18,2,0,0
Zacatecas,2020-04-17,23,2,5,0
Zacatecas,2020-04-18,27,2,4,0
Zacatecas,2020-04-19,27,2,0,0
Zacatecas,2020-04-20,31,2,4,0
Zacatecas,2020-04-21,32,3,1,1
Zacatecas,2020-04-22,43,3,11,0
Zacatecas,2020-04-23,47,3,4,0
Zacatecas,2020-04-24,50,4,3,1
Zacatecas,2020-04-25,57,4,7,0
Zacatecas,2020-04-26,64,4,7,0
Zacatecas,2020-04-27,64,4,0,0
Zacatecas,2020-04-28,66,7,2,3
Zacatecas,2020-04-29,67,7,1,0
Zacatecas,2020-04-30,74,8,7,1
Zacatecas,2020-05-01,83,8,9,0
Zacatecas,2020-05-02,91,10,8,2
Zacatecas,2020-05-03,96,13,5,3
Zacatecas,2020-05-04,106,16,10,3
Zacatecas,2020-05-05,109,17,3,1
Zacatecas,2020-05-06,115,18,6,1
Zacatecas,2020-05-07,124,18,9,0
Zacatecas,2020-05-08,131,18,7,0
Zacatecas,2020-05-09,136,18,5,0
Zacatecas,2020-05-10,145,19,9,1
Zacatecas,2020-05-11,151,19,6,0
Zacatecas,2020-05-12,153,20,2,1
Zacatecas,2020-05-13,160,21,7,1
Zacatecas,2020-05-14,164,22,4,1
Zacatecas,2020-05-15,173,22,9,0
Zacatecas,2020-05-16,182,23,9,1
Zacatecas,2020-05-17,192,23,10,0
