Estados,Fechas,Confirmados,Defunciones,Nuevos confirmados,Nuevas defunciones
Guerrero,2020-03-21,4,0,0,0
Guerrero,2020-03-22,4,0,0,0
Guerrero,2020-03-23,5,0,1,0
Guerrero,2020-03-24,6,0,1,0
Guerrero,2020-03-25,7,0,1,0
Guerrero,2020-03-26,7,0,0,0
Guerrero,2020-03-27,7,0,0,0
Guerrero,2020-03-28,10,0,3,0
Guerrero,2020-03-29,13,0,3,0
Guerrero,2020-03-30,13,0,0,0
Guerrero,2020-03-31,15,0,2,0
Guerrero,2020-04-01,17,1,2,1
Guerrero,2020-04-02,22,1,5,0
Guerrero,2020-04-03,24,1,2,0
Guerrero,2020-04-04,25,1,1,0
Guerrero,2020-04-05,30,2,5,1
Guerrero,2020-04-06,32,3,2,1
Guerrero,2020-04-07,37,3,5,0
Guerrero,2020-04-08,47,4,10,1
Guerrero,2020-04-09,49,5,2,1
Guerrero,2020-04-10,54,6,5,1
Guerrero,2020-04-11,56,6,2,0
Guerrero,2020-04-12,70,6,14,0
Guerrero,2020-04-13,77,6,7,0
Guerrero,2020-04-14,88,6,11,0
Guerrero,2020-04-15,97,8,9,2
Guerrero,2020-04-16,100,9,3,1
Guerrero,2020-04-17,110,11,10,2
Guerrero,2020-04-18,110,11,0,0
Guerrero,2020-04-19,121,12,11,1
Guerrero,2020-04-20,126,14,5,2
Guerrero,2020-04-21,126,16,0,2
Guerrero,2020-04-22,137,17,11,1
Guerrero,2020-04-23,157,22,20,5
Guerrero,2020-04-24,165,28,8,6
Guerrero,2020-04-25,171,29,6,1
Guerrero,2020-04-26,193,29,22,0
Guerrero,2020-04-27,207,30,14,1
Guerrero,2020-04-28,232,36,25,6
Guerrero,2020-04-29,260,46,28,10
Guerrero,2020-04-30,273,47,13,1
Guerrero,2020-05-01,306,49,33,2
Guerrero,2020-05-02,307,49,1,0
Guerrero,2020-05-03,332,48,25,-1
Guerrero,2020-05-04,354,50,22,2
Guerrero,2020-05-05,374,54,20,4
Guerrero,2020-05-06,398,57,24,3
Guerrero,2020-05-07,423,59,25,2
Guerrero,2020-05-08,432,61,9,2
Guerrero,2020-05-09,453,64,21,3
Guerrero,2020-05-10,510,70,57,6
Guerrero,2020-05-11,561,71,51,1
Guerrero,2020-05-12,591,76,30,5
Guerrero,2020-05-13,643,81,52,5
Guerrero,2020-05-14,668,82,25,1
Guerrero,2020-05-15,716,101,48,19
Guerrero,2020-05-16,754,108,38,7
Guerrero,2020-05-17,766,108,12,0
Hidalgo,2020-01-23,0,0,0,0
Hidalgo,2020-01-24,0,0,0,0
Hidalgo,2020-01-25,0,0,0,0
Hidalgo,2020-01-26,0,0,0,0
Hidalgo,2020-01-27,0,0,0,0
Hidalgo,2020-01-28,0,0,0,0
Hidalgo,2020-01-29,0,0,0,0
Hidalgo,2020-01-30,0,0,0,0
Hidalgo,2020-01-31,0,0,0,0
Hidalgo,2020-02-01,0,0,0,0
Hidalgo,2020-02-02,0,0,0,0
Hidalgo,2020-02-03,0,0,0,0
Hidalgo,2020-02-04,0,0,0,0
Hidalgo,2020-02-05,0,0,0,0
Hidalgo,2020-02-06,0,0,0,0
Hidalgo,2020-02-07,0,0,0,0
Hidalgo,2020-02-08,0,0,0,0
Hidalgo,2020-02-09,0,0,0,0
Hidalgo,2020-02-10,0,0,0,0
Hidalgo,2020-02-11,0,0,0,0
Hidalgo,2020-02-12,0,0,0,0
Hidalgo,2020-02-13,0,0,0,0
Hidalgo,2020-02-14,0,0,0,0
Hidalgo,2020-02-15,0,0,0,0
Hidalgo,2020-02-16,0,0,0,0
Hidalgo,2020-02-17,0,0,0,0
Hidalgo,2020-02-18,0,0,0,0
Hidalgo,2020-02-19,0,0,0,0
Hidalgo,2020-02-20,0,0,0,0
Hidalgo,2020-02-21,0,0,0,0
Hidalgo,2020-02-22,0,0,0,0
Hidalgo,2020-02-23,0,0,0,0
Hidalgo,2020-02-24,0,0,0,0
Hidalgo,2020-02-25,0,0,0,0
Hidalgo,2020-02-26,0,0,0,0
Hidalgo,2020-02-27,0,0,0,0
Hidalgo,2020-02-28,0,0,0,0
Hidalgo,2020-02-29,0,0,0,0
Hidalgo,2020-03-01,0,0,0,0
Hidalgo,2020-03-02,0,0,0,0
Hidalgo,2020-03-03,0,0,0,0
Hidalgo,2020-03-04,0,0,0,0
Hidalgo,2020-03-05,0,0,0,0
Hidalgo,2020-03-06,0,0,0,0
Hidalgo,2020-03-07,0,0,0,0
Hidalgo,2020-03-08,0,0,0,0
Hidalgo,2020-03-09,0,0,0,0
Hidalgo,2020-03-10,0,0,0,0
Hidalgo,2020-03-11,0,0,0,0
Hidalgo,2020-03-12,0,0,0,0
Hidalgo,2020-03-13,0,0,0,0
Hidalgo,2020-03-14,0,0,0,0
Hidalgo,2020-03-15,0,0,0,0
Hidalgo,2020-03-16,0,0,0,0
Hidalgo,2020-03-17,0,0,0,0
Hidalgo,2020-03-18,0,0,0,0
Hidalgo,2020-03-19,2,0,2,0
Hidalgo,2020-03-20,2,0,0,0
Hidalgo,2020-03-21,3,0,1,0
Hidalgo,2020-03-22,5,0,2,0
Hidalgo,2020-03-23,7,0,2,0
Hidalgo,2020-03-24,7,0,0,0
Hidalgo,2020-03-25,7,0,0,0
Hidalgo,2020-03-26,12,0,5,0
Hidalgo,2020-03-27,12,0,0,0
Hidalgo,2020-03-28,12,1,0,1
Hidalgo,2020-03-29,17,2,5,1
Hidalgo,2020-03-30,17,2,0,0
Hidalgo,2020-03-31,19,3,2,1
Hidalgo,2020-04-01,21,3,2,0
Hidalgo,2020-04-02,26,3,5,0
Hidalgo,2020-04-03,30,3,4,0
Hidalgo,2020-04-04,32,5,2,2
Hidalgo,2020-04-05,34,5,2,0
Hidalgo,2020-04-06,35,5,1,0
Hidalgo,2020-04-07,41,6,6,1
Hidalgo,2020-04-08,46,7,5,1
Hidalgo,2020-04-09,47,7,1,0
Hidalgo,2020-04-10,51,7,4,0
Hidalgo,2020-04-11,53,8,2,1
Hidalgo,2020-04-12,58,9,5,1
Hidalgo,2020-04-13,58,9,0,0
Hidalgo,2020-04-14,64,10,6,1
Hidalgo,2020-04-15,64,12,0,2
Hidalgo,2020-04-16,67,12,3,0
Hidalgo,2020-04-17,70,13,3,1
Hidalgo,2020-04-18,75,13,5,0
Hidalgo,2020-04-19,87,14,12,1
Hidalgo,2020-04-20,92,15,5,1
Hidalgo,2020-04-21,106,16,14,1
Hidalgo,2020-04-22,113,16,7,0
Hidalgo,2020-04-23,115,15,2,-1
Hidalgo,2020-04-24,144,17,29,2
Hidalgo,2020-04-25,155,17,11,0
Hidalgo,2020-04-26,174,18,19,1
Hidalgo,2020-04-27,182,21,8,3
Hidalgo,2020-04-28,218,27,36,6
Hidalgo,2020-04-29,235,29,17,2
Hidalgo,2020-04-30,254,30,19,1
Hidalgo,2020-05-01,277,34,23,4
Hidalgo,2020-05-02,301,36,24,2
Hidalgo,2020-05-03,307,42,6,6
Hidalgo,2020-05-04,327,48,20,6
Hidalgo,2020-05-05,367,52,40,4
Hidalgo,2020-05-06,393,58,26,6
Hidalgo,2020-05-07,425,66,32,8
Hidalgo,2020-05-08,470,72,45,6
Hidalgo,2020-05-09,489,75,19,3
Hidalgo,2020-05-10,533,83,44,8
Hidalgo,2020-05-11,567,90,34,7
Hidalgo,2020-05-12,595,102,28,12
Hidalgo,2020-05-13,628,112,33,10
Hidalgo,2020-05-14,669,125,41,13
Hidalgo,2020-05-15,736,141,67,16
Hidalgo,2020-05-16,802,151,66,10
Hidalgo,2020-05-17,833,156,31,5
Jalisco,2020-01-23,0,0,0,0
Jalisco,2020-01-24,0,0,0,0
Jalisco,2020-01-25,0,0,0,0
Jalisco,2020-01-26,0,0,0,0
Jalisco,2020-01-27,0,0,0,0
Jalisco,2020-01-28,0,0,0,0
Jalisco,2020-01-29,0,0,0,0
Jalisco,2020-01-30,0,0,0,0
Jalisco,2020-01-31,0,0,0,0
Jalisco,2020-02-01,0,0,0,0
Jalisco,2020-02-02,0,0,0,0
Jalisco,2020-02-03,0,0,0,0
Jalisco,2020-02-04,0,0,0,0
Jalisco,2020-02-05,0,0,0,0
Jalisco,2020-02-06,0,0,0,0
Jalisco,2020-02-07,0,0,0,0
Jalisco,2020-02-08,0,0,0,0
Jalisco,2020-02-09,0,0,0,0
Jalisco,2020-02-10,0,0,0,0
Jalisco,2020-02-11,0,0,0,0
Jalisco,2020-02-12,0,0,0,0
Jalisco,2020-02-13,0,0,0,0
Jalisco,2020-02-14,0,0,0,0
Jalisco,2020-02-15,0,0,0,0
Jalisco,2020-02-16,0,0,0,0
Jalisco,2020-02-17,0,0,0,0
Jalisco,2020-02-18,0,0,0,0
Jalisco,2020-02-19,0,0,0,0
Jalisco,2020-02-20,0,0,0,0
Jalisco,2020-02-21,0,0,0,0
Jalisco,2020-02-22,0,0,0,0
Jalisco,2020-02-23,0,0,0,0
Jalisco,2020-02-24,0,0,0,0
Jalisco,2020-02-25,0,0,0,0
Jalisco,2020-02-26,0,0,0,0
Jalisco,2020-02-27,0,0,0,0
Jalisco,2020-02-28,0,0,0,0
Jalisco,2020-02-29,0,0,0,0
Jalisco,2020-03-01,0,0,0,0
Jalisco,2020-03-02,0,0,0,0
Jalisco,2020-03-03,0,0,0,0
Jalisco,2020-03-04,0,0,0,0
Jalisco,2020-03-05,0,0,0,0
Jalisco,2020-03-06,0,0,0,0
Jalisco,2020-03-07,0,0,0,0
Jalisco,2020-03-08,0,0,0,0
Jalisco,2020-03-09,0,0,0,0
Jalisco,2020-03-10,0,0,0,0
Jalisco,2020-03-11,0,0,0,0
Jalisco,2020-03-12,0,0,0,0
Jalisco,2020-03-13,0,0,0,0
Jalisco,2020-03-14,2,0,2,0
Jalisco,2020-03-15,2,0,0,0
Jalisco,2020-03-16,2,0,0,0
Jalisco,2020-03-17,5,0,3,0
Jalisco,2020-03-18,6,0,1,0
Jalisco,2020-03-19,22,0,16,0
Jalisco,2020-03-20,28,0,6,0
Jalisco,2020-03-21,32,0,4,0
Jalisco,2020-03-22,41,0,9,0
Jalisco,2020-03-23,46,1,5,1
Jalisco,2020-03-24,46,1,0,0
Jalisco,2020-03-25,46,1,0,0
Jalisco,2020-03-26,64,2,18,1
Jalisco,2020-03-27,77,3,13,1
Jalisco,2020-03-28,82,3,5,0
Jalisco,2020-03-29,83,3,1,0
Jalisco,2020-03-30,90,3,7,0
Jalisco,2020-03-31,94,3,4,0
Jalisco,2020-04-01,99,3,5,0
Jalisco,2020-04-02,104,4,5,1
Jalisco,2020-04-03,116,6,12,2
Jalisco,2020-04-04,120,6,4,0
Jalisco,2020-04-05,123,6,3,0
Jalisco,2020-04-06,126,7,3,1
Jalisco,2020-04-07,135,7,9,0
Jalisco,2020-04-08,139,8,4,1
Jalisco,2020-04-09,139,8,0,0
Jalisco,2020-04-10,144,9,5,1
Jalisco,2020-04-11,150,11,6,2
Jalisco,2020-04-12,156,11,6,0
Jalisco,2020-04-13,159,11,3,0
Jalisco,2020-04-14,165,11,6,0
Jalisco,2020-04-15,176,11,11,0
Jalisco,2020-04-16,178,11,2,0
Jalisco,2020-04-17,190,13,12,2
Jalisco,2020-04-18,196,13,6,0
Jalisco,2020-04-19,198,13,2,0
Jalisco,2020-04-20,216,14,18,1
Jalisco,2020-04-21,226,15,10,1
Jalisco,2020-04-22,236,15,10,0
Jalisco,2020-04-23,256,19,20,4
Jalisco,2020-04-24,263,20,7,1
Jalisco,2020-04-25,271,23,8,3
Jalisco,2020-04-26,282,25,11,2
Jalisco,2020-04-27,303,25,21,0
Jalisco,2020-04-28,316,25,13,0
Jalisco,2020-04-29,325,25,9,0
Jalisco,2020-04-30,348,28,23,3
Jalisco,2020-05-01,377,30,29,2
Jalisco,2020-05-02,388,32,11,2
Jalisco,2020-05-03,419,33,31,1
Jalisco,2020-05-04,448,34,29,1
Jalisco,2020-05-05,472,35,24,1
Jalisco,2020-05-06,494,37,22,2
Jalisco,2020-05-07,510,41,16,4
Jalisco,2020-05-08,559,47,49,6
Jalisco,2020-05-09,595,48,36,1
Jalisco,2020-05-10,597,52,2,4
Jalisco,2020-05-11,640,55,43,3
Jalisco,2020-05-12,671,55,31,0
Jalisco,2020-05-13,703,59,32,4
Jalisco,2020-05-14,751,64,48,5
Jalisco,2020-05-15,771,69,20,5
Jalisco,2020-05-16,802,76,31,7
Jalisco,2020-05-17,852,81,50,5
México,2020-01-23,0,0,0,0
México,2020-01-24,0,0,0,0
México,2020-01-25,0,0,0,0
México,2020-01-26,0,0,0,0
México,2020-01-27,0,0,0,0
México,2020-01-28,0,0,0,0
México,2020-01-29,0,0,0,0
México,2020-01-30,0,0,0,0
México,2020-01-31,0,0,0,0
México,2020-02-01,0,0,0,0
México,2020-02-02,0,0,0,0
México,2020-02-03,0,0,0,0
México,2020-02-04,0,0,0,0
México,2020-02-05,0,0,0,0
México,2020-02-06,0,0,0,0
México,2020-02-07,0,0,0,0
México,2020-02-08,0,0,0,0
México,2020-02-09,0,0,0,0
México,2020-02-10,0,0,0,0
México,2020-02-11,0,0,0,0
México,2020-02-12,0,0,0,0
México,2020-02-13,0,0,0,0
México,2020-02-14,0,0,0,0
México,2020-02-15,0,0,0,0
México,2020-02-16,0,0,0,0
México,2020-02-17,0,0,0,0
México,2020-02-18,0,0,0,0
México,2020-02-19,0,0,0,0
México,2020-02-20,0,0,0,0
México,2020-02-21,0,0,0,0
México,2020-02-22,0,0,0,0
México,2020-02-23,0,0,0,0
México,2020-02-24,0,0,0,0
México,2020-02-25,0,0,0,0
México,2020-02-26,0,0,0,0
México,2020-02-27,0,0,0,0
México,2020-02-28,0,0,0,0
México,2020-02-29,0,0,0,0
México,2020-03-01,0,0,0,0
México,2020-03-02,0,0,0,0
México,2020-03-03,0,0,0,0
México,2020-03-04,0,0,0,0
México,2020-03-05,0,0,0,0
México,2020-03-06,1,0,1,0
México,2020-03-07,1,0,0,0
México,2020-03-08,1,0,0,0
México,2020-03-09,1,0,0,0
México,2020-03-10,1,0,0,0
México,2020-03-11,2,0,1,0
México,2020-03-12,3,0,1,0
México,2020-03-13,3,0,0,0
México,2020-03-14,3,0,0,0
México,2020-03-15,4,0,1,0
México,2020-03-16,9,0,5,0
México,2020-03-17,10,0,1,0
México,2020-03-18,10,0,0,0
México,2020-03-19,10,0,0,0
México,2020-03-20,14,0,4,0
México,2020-03-21,14,0,0,0
México,2020-03-22,22,0,8,0
México,2020-03-23,22,0,0,0
México,2020-03-24,22,0,0,0
México,2020-03-25,26,0,4,0
México,2020-03-26,46,0,20,0
México,2020-03-27,70,0,24,0
México,2020-03-28,85,0,15,0
México,2020-03-29,119,0,34,0
México,2020-03-30,136,1,17,1
México,2020-03-31,149,1,13,0
México,2020-04-01,157,1,8,0
México,2020-04-02,171,1,14,0
México,2020-04-03,177,1,6,0
México,2020-04-04,180,3,3,2
México,2020-04-05,204,3,24,0
México,2020-04-06,261,8,57,5
México,2020-04-07,320,9,59,1
México,2020-04-08,354,11,34,2
México,2020-04-09,399,11,45,0
México,2020-04-10,470,16,71,5
México,2020-04-11,498,19,28,3
México,2020-04-12,523,22,25,3
México,2020-04-13,558,27,35,5
México,2020-04-14,602,35,44,8
México,2020-04-15,659,43,57,8
México,2020-04-16,695,46,36,3
México,2020-04-17,754,49,59,3
México,2020-04-18,786,52,32,3
México,2020-04-19,877,55,91,3
México,2020-04-20,901,58,24,3
México,2020-04-21,1013,71,112,13
México,2020-04-22,1157,82,144,11
México,2020-04-23,1245,95,88,13
México,2020-04-24,1445,104,200,9
México,2020-04-25,1608,110,163,6
México,2020-04-26,1694,116,86,6
México,2020-04-27,1753,122,59,6
México,2020-04-28,1966,128,213,6
México,2020-04-29,2053,143,87,15
México,2020-04-30,2258,169,205,26
México,2020-05-01,2504,185,246,16
México,2020-05-02,2615,191,111,6
México,2020-05-03,2842,199,227,8
México,2020-05-04,3086,207,244,8
México,2020-05-05,3210,227,124,20
México,2020-05-06,3374,244,164,17
México,2020-05-07,3681,275,307,31
México,2020-05-08,3863,300,182,25
México,2020-05-09,4025,321,162,21
México,2020-05-10,4146,340,121,19
México,2020-05-11,4257,343,111,3
México,2020-05-12,4521,378,264,35
México,2020-05-13,4689,405,168,27
México,2020-05-14,4998,433,309,28
México,2020-05-15,5168,453,170,20
México,2020-05-16,5369,470,201,17
México,2020-05-17,5569,478,200,8
Michoacán,2020-01-23,0,0,0,0
Michoacán,2020-01-24,0,0,0,0
Michoacán,2020-01-25,0,0,0,0
Michoacán,2020-01-26,0,0,0,0
Michoacán,2020-01-27,0,0,0,0
Michoacán,2020-01-28,0,0,0,0
Michoacán,2020-01-29,0,0,0,0
Michoacán,2020-01-30,0,0,0,0
Michoacán,2020-01-31,0,0,0,0
Michoacán,2020-02-01,0,0,0,0
Michoacán,2020-02-02,0,0,0,0
Michoacán,2020-02-03,0,0,0,0
Michoacán,2020-02-04,0,0,0,0
Michoacán,2020-02-05,0,0,0,0
Michoacán,2020-02-06,0,0,0,0
Michoacán,2020-02-07,0,0,0,0
Michoacán,2020-02-08,0,0,0,0
Michoacán,2020-02-09,0,0,0,0
Michoacán,2020-02-10,0,0,0,0
Michoacán,2020-02-11,0,0,0,0
Michoacán,2020-02-12,0,0,0,0
Michoacán,2020-02-13,0,0,0,0
Michoacán,2020-02-14,0,0,0,0
Michoacán,2020-02-15,0,0,0,0
Michoacán,2020-02-16,0,0,0,0
Michoacán,2020-02-17,0,0,0,0
Michoacán,2020-02-18,0,0,0,0
Michoacán,2020-02-19,0,0,0,0
Michoacán,2020-02-20,0,0,0,0
Michoacán,2020-02-21,0,0,0,0
Michoacán,2020-02-22,0,0,0,0
Michoacán,2020-02-23,0,0,0,0
Michoacán,2020-02-24,0,0,0,0
Michoacán,2020-02-25,0,0,0,0
Michoacán,2020-02-26,0,0,0,0
Michoacán,2020-02-27,0,0,0,0
Michoacán,2020-02-28,0,0,0,0
Michoacán,2020-02-29,0,0,0,0
Michoacán,2020-03-01,0,0,0,0
Michoacán,2020-03-02,0,0,0,0
Michoacán,2020-03-03,0,0,0,0
Michoacán,2020-03-04,0,0,0,0
Michoacán,2020-03-05,0,0,0,0
Michoacán,2020-03-06,0,0,0,0
Michoacán,2020-03-07,0,0,0,0
Michoacán,2020-03-08,0,0,0,0
Michoacán,2020-03-09,0,0,0,0
Michoacán,2020-03-10,0,0,0,0
Michoacán,2020-03-11,0,0,0,0
Michoacán,2020-03-12,0,0,0,0
Michoacán,2020-03-13,0,0,0,0
Michoacán,2020-03-14,0,0,0,0
Michoacán,2020-03-15,0,0,0,0
Michoacán,2020-03-16,0,0,0,0
Michoacán,2020-03-17,0,0,0,0
Michoacán,2020-03-18,0,0,0,0
Michoacán,2020-03-19,0,0,0,0
Michoacán,2020-03-20,0,0,0,0
Michoacán,2020-03-21,0,0,0,0
Michoacán,2020-03-22,3,0,3,0
Michoacán,2020-03-23,7,0,4,0
Michoacán,2020-03-24,8,0,1,0
Michoacán,2020-03-25,10,0,2,0
Michoacán,2020-03-26,11,0,1,0
Michoacán,2020-03-27,16,1,5,1
Michoacán,2020-03-28,17,1,1,0
Michoacán,2020-03-29,17,1,0,0
Michoacán,2020-03-30,17,1,0,0
Michoacán,2020-03-31,21,1,4,0
Michoacán,2020-04-01,24,1,3,0
Michoacán,2020-04-02,24,1,0,0
Michoacán,2020-04-03,24,1,0,0
Michoacán,2020-04-04,29,1,5,0
Michoacán,2020-04-05,30,3,1,2
Michoacán,2020-04-06,33,3,3,0
Michoacán,2020-04-07,34,4,1,1
Michoacán,2020-04-08,36,5,2,1
Michoacán,2020-04-09,46,5,10,0
Michoacán,2020-04-10,46,7,0,2
Michoacán,2020-04-11,50,8,4,1
Michoacán,2020-04-12,61,9,11,1
Michoacán,2020-04-13,62,9,1,0
Michoacán,2020-04-14,67,11,5,2
Michoacán,2020-04-15,70,12,3,1
Michoacán,2020-04-16,84,13,14,1
Michoacán,2020-04-17,99,14,15,1
Michoacán,2020-04-18,107,16,8,2
Michoacán,2020-04-19,115,17,8,1
Michoacán,2020-04-20,127,17,12,0
Michoacán,2020-04-21,139,19,12,2
Michoacán,2020-04-22,146,21,7,2
Michoacán,2020-04-23,168,24,22,3
Michoacán,2020-04-24,179,26,11,2
Michoacán,2020-04-25,195,28,16,2
Michoacán,2020-04-26,210,31,15,3
Michoacán,2020-04-27,219,34,9,3
Michoacán,2020-04-28,258,37,39,3
Michoacán,2020-04-29,287,38,29,1
Michoacán,2020-04-30,323,42,36,4
Michoacán,2020-05-01,355,45,32,3
Michoacán,2020-05-02,378,48,23,3
Michoacán,2020-05-03,381,51,3,3
Michoacán,2020-05-04,388,54,7,3
Michoacán,2020-05-05,407,56,19,2
Michoacán,2020-05-06,436,57,29,1
Michoacán,2020-05-07,487,58,51,1
Michoacán,2020-05-08,519,59,32,1
Michoacán,2020-05-09,574,62,55,3
Michoacán,2020-05-10,588,67,14,5
Michoacán,2020-05-11,596,71,8,4
Michoacán,2020-05-12,632,73,36,2
Michoacán,2020-05-13,699,77,67,4
Michoacán,2020-05-14,741,79,42,2
Michoacán,2020-05-15,789,81,48,2
Michoacán,2020-05-16,883,87,94,6
Michoacán,2020-05-17,940,88,57,1
Morelos,2020-01-23,0,0,0,0
Morelos,2020-01-24,0,0,0,0
Morelos,2020-01-25,0,0,0,0
Morelos,2020-01-26,0,0,0,0
Morelos,2020-01-27,0,0,0,0
Morelos,2020-01-28,0,0,0,0
Morelos,2020-01-29,0,0,0,0
Morelos,2020-01-30,0,0,0,0
Morelos,2020-01-31,0,0,0,0
Morelos,2020-02-01,0,0,0,0
Morelos,2020-02-02,0,0,0,0
Morelos,2020-02-03,0,0,0,0
Morelos,2020-02-04,0,0,0,0
Morelos,2020-02-05,0,0,0,0
Morelos,2020-02-06,0,0,0,0
Morelos,2020-02-07,0,0,0,0
Morelos,2020-02-08,0,0,0,0
Morelos,2020-02-09,0,0,0,0
Morelos,2020-02-10,0,0,0,0
Morelos,2020-02-11,0,0,0,0
Morelos,2020-02-12,0,0,0,0
Morelos,2020-02-13,0,0,0,0
Morelos,2020-02-14,0,0,0,0
Morelos,2020-02-15,0,0,0,0
Morelos,2020-02-16,0,0,0,0
Morelos,2020-02-17,0,0,0,0
Morelos,2020-02-18,0,0,0,0
Morelos,2020-02-19,0,0,0,0
Morelos,2020-02-20,0,0,0,0
Morelos,2020-02-21,0,0,0,0
Morelos,2020-02-22,0,0,0,0
Morelos,2020-02-23,0,0,0,0
Morelos,2020-02-24,0,0,0,0
Morelos,2020-02-25,0,0,0,0
Morelos,2020-02-26,0,0,0,0
Morelos,2020-02-27,0,0,0,0
Morelos,2020-02-28,0,0,0,0
Morelos,2020-02-29,0,0,0,0
Morelos,2020-03-01,0,0,0,0
Morelos,2020-03-02,0,0,0,0
Morelos,2020-03-03,0,0,0,0
Morelos,2020-03-04,0,0,0,0
Morelos,2020-03-05,0,0,0,0
Morelos,2020-03-06,0,0,0,0
Morelos,2020-03-07,0,0,0,0
Morelos,2020-03-08,0,0,0,0
Morelos,2020-03-09,0,0,0,0
Morelos,2020-03-10,0,0,0,0
Morelos,2020-03-11,0,0,0,0
Morelos,2020-03-12,0,0,0,0
Morelos,2020-03-13,0,0,0,0
Morelos,2020-03-14,0,0,0,0
Morelos,2020-03-15,0,0,0,0
Morelos,2020-03-16,0,0,0,0
Morelos,2020-03-17,0,0,0,0
Morelos,2020-03-18,0,0,0,0
Morelos,2020-03-19,0,0,0,0
Morelos,2020-03-20,2,0,2,0
Morelos,2020-03-21,2,0,0,0
Morelos,2020-03-22,2,0,0,0
Morelos,2020-03-23,2,0,0,0
Morelos,2020-03-24,2,0,0,0
Morelos,2020-03-25,2,0,0,0
Morelos,2020-03-26,4,0,2,0
Morelos,2020-03-27,4,0,0,0
Morelos,2020-03-28,4,0,0,0
Morelos,2020-03-29,6,1,2,1
Morelos,2020-03-30,6,1,0,0
Morelos,2020-03-31,7,1,1,0
Morelos,2020-04-01,9,1,2,0
Morelos,2020-04-02,9,3,0,2
Morelos,2020-04-03,12,3,3,0
Morelos,2020-04-04,14,3,2,0
Morelos,2020-04-05,15,3,1,0
Morelos,2020-04-06,17,3,2,0
Morelos,2020-04-07,24,4,7,1
Morelos,2020-04-08,26,5,2,1
Morelos,2020-04-09,35,7,9,2
Morelos,2020-04-10,35,7,0,0
Morelos,2020-04-11,40,7,5,0
Morelos,2020-04-12,44,7,4,0
Morelos,2020-04-13,49,7,5,0
Morelos,2020-04-14,53,9,4,2
Morelos,2020-04-15,56,10,3,1
Morelos,2020-04-16,58,10,2,0
Morelos,2020-04-17,73,10,15,0
Morelos,2020-04-18,77,11,4,1
Morelos,2020-04-19,82,12,5,1
Morelos,2020-04-20,85,12,3,0
Morelos,2020-04-21,89,14,4,2
Morelos,2020-04-22,96,18,7,4
Morelos,2020-04-23,112,20,16,2
Morelos,2020-04-24,135,24,23,4
Morelos,2020-04-25,158,25,23,1
Morelos,2020-04-26,178,27,20,2
Morelos,2020-04-27,181,27,3,0
Morelos,2020-04-28,229,28,48,1
Morelos,2020-04-29,261,30,32,2
Morelos,2020-04-30,307,36,46,6
Morelos,2020-05-01,349,43,42,7
Morelos,2020-05-02,400,46,51,3
Morelos,2020-05-03,413,49,13,3
Morelos,2020-05-04,487,57,74,8
Morelos,2020-05-05,539,69,52,12
Morelos,2020-05-06,597,74,58,5
Morelos,2020-05-07,642,84,45,10
Morelos,2020-05-08,697,93,55,9
Morelos,2020-05-09,760,99,63,6
Morelos,2020-05-10,786,99,26,0
Morelos,2020-05-11,801,99,15,0
Morelos,2020-05-12,856,125,55,26
Morelos,2020-05-13,895,134,39,9
Morelos,2020-05-14,960,139,65,5
Morelos,2020-05-15,999,142,39,3
Morelos,2020-05-16,1012,144,13,2
Morelos,2020-05-17,1070,150,58,6
Nayarit,2020-01-23,0,0,0,0
Nayarit,2020-01-24,0,0,0,0
Nayarit,2020-01-25,0,0,0,0
Nayarit,2020-01-26,0,0,0,0
Nayarit,2020-01-27,0,0,0,0
Nayarit,2020-01-28,0,0,0,0
Nayarit,2020-01-29,0,0,0,0
Nayarit,2020-01-30,0,0,0,0
Nayarit,2020-01-31,0,0,0,0
Nayarit,2020-02-01,0,0,0,0
Nayarit,2020-02-02,0,0,0,0
Nayarit,2020-02-03,0,0,0,0
Nayarit,2020-02-04,0,0,0,0
Nayarit,2020-02-05,0,0,0,0
Nayarit,2020-02-06,0,0,0,0
Nayarit,2020-02-07,0,0,0,0
Nayarit,2020-02-08,0,0,0,0
Nayarit,2020-02-09,0,0,0,0
Nayarit,2020-02-10,0,0,0,0
Nayarit,2020-02-11,0,0,0,0
Nayarit,2020-02-12,0,0,0,0
Nayarit,2020-02-13,0,0,0,0
Nayarit,2020-02-14,0,0,0,0
Nayarit,2020-02-15,0,0,0,0
Nayarit,2020-02-16,0,0,0,0
Nayarit,2020-02-17,0,0,0,0
Nayarit,2020-02-18,0,0,0,0
Nayarit,2020-02-19,0,0,0,0
Nayarit,2020-02-20,0,0,0,0
Nayarit,2020-02-21,0,0,0,0
Nayarit,2020-02-22,0,0,0,0
Nayarit,2020-02-23,0,0,0,0
Nayarit,2020-02-24,0,0,0,0
Nayarit,2020-02-25,0,0,0,0
Nayarit,2020-02-26,0,0,0,0
Nayarit,2020-02-27,0,0,0,0
Nayarit,2020-02-28,0,0,0,0
Nayarit,2020-02-29,0,0,0,0
Nayarit,2020-03-01,0,0,0,0
Nayarit,2020-03-02,0,0,0,0
Nayarit,2020-03-03,0,0,0,0
Nayarit,2020-03-04,0,0,0,0
Nayarit,2020-03-05,0,0,0,0
Nayarit,2020-03-06,0,0,0,0
Nayarit,2020-03-07,0,0,0,0
Nayarit,2020-03-08,0,0,0,0
Nayarit,2020-03-09,0,0,0,0
