Estados,Fechas,Confirmados,Defunciones
Oaxaca,2020-02-18,0,0
Oaxaca,2020-02-19,0,0
Oaxaca,2020-02-20,0,0
Oaxaca,2020-02-21,0,0
Oaxaca,2020-02-22,0,0
Oaxaca,2020-02-23,0,0
Oaxaca,2020-02-24,0,0
Oaxaca,2020-02-25,0,0
Oaxaca,2020-02-26,0,0
Oaxaca,2020-02-27,0,0
Oaxaca,2020-02-28,0,0
Oaxaca,2020-02-29,0,0
Oaxaca,2020-03-01,0,0
Oaxaca,2020-03-02,0,0
Oaxaca,2020-03-03,0,0
Oaxaca,2020-03-04,0,0
Oaxaca,2020-03-05,0,0
Oaxaca,2020-03-06,0,0
Oaxaca,2020-03-07,0,0
Oaxaca,2020-03-08,0,0
Oaxaca,2020-03-09,0,0
Oaxaca,2020-03-10,0,0
Oaxaca,2020-03-11,0,0
Oaxaca,2020-03-12,0,0
Oaxaca,2020-03-13,0,0
Oaxaca,2020-03-14,2,0
Oaxaca,2020-03-15,2,0
Oaxaca,2020-03-16,2,0
Oaxaca,2020-03-17,2,0
Oaxaca,2020-03-18,2,0
Oaxaca,2020-03-19,2,0
Oaxaca,2020-03-20,2,0
Oaxaca,2020-03-21,2,0
Oaxaca,2020-03-22,3,0
Oaxaca,2020-03-23,4,0
Oaxaca,2020-03-24,4,0
Oaxaca,2020-03-25,7,0
Oaxaca,2020-03-26,8,0
Oaxaca,2020-03-27,11,0
Oaxaca,2020-03-28,12,0
Oaxaca,2020-03-29,14,0
Oaxaca,2020-03-30,14,1
Oaxaca,2020-03-31,14,1
Oaxaca,2020-04-01,22,1
Oaxaca,2020-04-02,22,1
Oaxaca,2020-04-03,22,1
Oaxaca,2020-04-04,22,1
Oaxaca,2020-04-05,25,1
Oaxaca,2020-04-06,27,1
Oaxaca,2020-04-07,35,1
Oaxaca,2020-04-08,37,1
Oaxaca,2020-04-09,40,1
Oaxaca,2020-04-10,41,2
Oaxaca,2020-04-11,43,2
Oaxaca,2020-04-12,43,3
Oaxaca,2020-04-13,44,4
Oaxaca,2020-04-14,46,5
Oaxaca,2020-04-15,50,5
Oaxaca,2020-04-16,53,5
Puebla,2020-01-23,0,0
Puebla,2020-01-24,0,0
Puebla,2020-01-25,0,0
Puebla,2020-01-26,0,0
Puebla,2020-01-27,0,0
Puebla,2020-01-28,0,0
Puebla,2020-01-29,0,0
Puebla,2020-01-30,0,0
Puebla,2020-01-31,0,0
Puebla,2020-02-01,0,0
Puebla,2020-02-02,0,0
Puebla,2020-02-03,0,0
Puebla,2020-02-04,0,0
Puebla,2020-02-05,0,0
Puebla,2020-02-06,0,0
Puebla,2020-02-07,0,0
Puebla,2020-02-08,0,0
Puebla,2020-02-09,0,0
Puebla,2020-02-10,0,0
Puebla,2020-02-11,0,0
Puebla,2020-02-12,0,0
Puebla,2020-02-13,0,0
Puebla,2020-02-14,0,0
Puebla,2020-02-15,0,0
Puebla,2020-02-16,0,0
Puebla,2020-02-17,0,0
Puebla,2020-02-18,0,0
Puebla,2020-02-19,0,0
Puebla,2020-02-20,0,0
Puebla,2020-02-21,0,0
Puebla,2020-02-22,0,0
Puebla,2020-02-23,0,0
Puebla,2020-02-24,0,0
Puebla,2020-02-25,0,0
Puebla,2020-02-26,0,0
Puebla,2020-02-27,0,0
Puebla,2020-02-28,0,0
Puebla,2020-02-29,0,0
Puebla,2020-03-01,0,0
Puebla,2020-03-02,0,0
Puebla,2020-03-03,0,0
Puebla,2020-03-04,0,0
Puebla,2020-03-05,0,0
Puebla,2020-03-06,0,0
Puebla,2020-03-07,0,0
Puebla,2020-03-08,0,0
Puebla,2020-03-09,0,0
Puebla,2020-03-10,0,0
Puebla,2020-03-11,1,0
Puebla,2020-03-12,1,0
Puebla,2020-03-13,2,0
Puebla,2020-03-14,3,0
Puebla,2020-03-15,6,0
Puebla,2020-03-16,8,0
Puebla,2020-03-17,9,0
Puebla,2020-03-18,9,0
Puebla,2020-03-19,11,0
Puebla,2020-03-20,14,0
Puebla,2020-03-21,16,0
Puebla,2020-03-22,16,0
Puebla,2020-03-23,16,0
Puebla,2020-03-24,22,0
Puebla,2020-03-25,34,0
Puebla,2020-03-26,45,0
Puebla,2020-03-27,51,0
Puebla,2020-03-28,52,0
Puebla,2020-03-29,66,1
Puebla,2020-03-30,76,1
Puebla,2020-03-31,81,1
Puebla,2020-04-01,97,1
Puebla,2020-04-02,100,1
Puebla,2020-04-03,109,1
Puebla,2020-04-04,125,1
Puebla,2020-04-05,147,1
Puebla,2020-04-06,156,2
Puebla,2020-04-07,179,4
Puebla,2020-04-08,183,9
Puebla,2020-04-09,198,10
Puebla,2020-04-10,214,15
Puebla,2020-04-11,243,18
Puebla,2020-04-12,256,20
Puebla,2020-04-13,269,22
Puebla,2020-04-14,276,27
Puebla,2020-04-15,291,31
Puebla,2020-04-16,305,32
Queretaro,2020-01-23,0,0
Queretaro,2020-01-24,0,0
Queretaro,2020-01-25,0,0
Queretaro,2020-01-26,0,0
Queretaro,2020-01-27,0,0
Queretaro,2020-01-28,0,0
Queretaro,2020-01-29,0,0
Queretaro,2020-01-30,0,0
Queretaro,2020-01-31,0,0
Queretaro,2020-02-01,0,0
Queretaro,2020-02-02,0,0
Queretaro,2020-02-03,0,0
Queretaro,2020-02-04,0,0
Queretaro,2020-02-05,0,0
Queretaro,2020-02-06,0,0
Queretaro,2020-02-07,0,0
Queretaro,2020-02-08,0,0
Queretaro,2020-02-09,0,0
Queretaro,2020-02-10,0,0
Queretaro,2020-02-11,0,0
Queretaro,2020-02-12,0,0
Queretaro,2020-02-13,0,0
Queretaro,2020-02-14,0,0
Queretaro,2020-02-15,0,0
Queretaro,2020-02-16,0,0
Queretaro,2020-02-17,0,0
Queretaro,2020-02-18,0,0
Queretaro,2020-02-19,0,0
Queretaro,2020-02-20,0,0
Queretaro,2020-02-21,0,0
Queretaro,2020-02-22,0,0
Queretaro,2020-02-23,0,0
Queretaro,2020-02-24,0,0
Queretaro,2020-02-25,0,0
Queretaro,2020-02-26,0,0
Queretaro,2020-02-27,0,0
Queretaro,2020-02-28,0,0
Queretaro,2020-02-29,0,0
Queretaro,2020-03-01,0,0
Queretaro,2020-03-02,0,0
Queretaro,2020-03-03,0,0
Queretaro,2020-03-04,0,0
Queretaro,2020-03-05,0,0
Queretaro,2020-03-06,0,0
Queretaro,2020-03-07,0,0
Queretaro,2020-03-08,0,0
Queretaro,2020-03-09,0,0
Queretaro,2020-03-10,0,0
Queretaro,2020-03-11,1,0
Queretaro,2020-03-12,1,0
Queretaro,2020-03-13,4,0
Queretaro,2020-03-14,4,0
Queretaro,2020-03-15,6,0
Queretaro,2020-03-16,7,0
Queretaro,2020-03-17,7,0
Queretaro,2020-03-18,7,0
Queretaro,2020-03-19,9,0
Queretaro,2020-03-20,11,0
Queretaro,2020-03-21,14,0
Queretaro,2020-03-22,14,0
Queretaro,2020-03-23,16,0
Queretaro,2020-03-24,16,0
Queretaro,2020-03-25,18,0
Queretaro,2020-03-26,21,0
Queretaro,2020-03-27,23,0
Queretaro,2020-03-28,25,0
Queretaro,2020-03-29,26,0
Queretaro,2020-03-30,27,1
Queretaro,2020-03-31,29,1
Queretaro,2020-04-01,29,1
Queretaro,2020-04-02,32,1
Queretaro,2020-04-03,35,2
Queretaro,2020-04-04,36,2
Queretaro,2020-04-05,38,2
Queretaro,2020-04-06,40,2
Queretaro,2020-04-07,45,2
Queretaro,2020-04-08,47,2
Queretaro,2020-04-09,50,2
Queretaro,2020-04-10,55,3
Queretaro,2020-04-11,57,3
Queretaro,2020-04-12,61,3
Queretaro,2020-04-13,61,3
Queretaro,2020-04-14,65,4
Queretaro,2020-04-15,69,5
Queretaro,2020-04-16,76,5
Quintana Roo,2020-01-23,0,0
Quintana Roo,2020-01-24,0,0
Quintana Roo,2020-01-25,0,0
Quintana Roo,2020-01-26,0,0
Quintana Roo,2020-01-27,0,0
Quintana Roo,2020-01-28,0,0
Quintana Roo,2020-01-29,0,0
Quintana Roo,2020-01-30,0,0
Quintana Roo,2020-01-31,0,0
Quintana Roo,2020-02-01,0,0
Quintana Roo,2020-02-02,0,0
Quintana Roo,2020-02-03,0,0
Quintana Roo,2020-02-04,0,0
Quintana Roo,2020-02-05,0,0
Quintana Roo,2020-02-06,0,0
Quintana Roo,2020-02-07,0,0
Quintana Roo,2020-02-08,0,0
Quintana Roo,2020-02-09,0,0
Quintana Roo,2020-02-10,0,0
Quintana Roo,2020-02-11,0,0
Quintana Roo,2020-02-12,0,0
Quintana Roo,2020-02-13,0,0
Quintana Roo,2020-02-14,0,0
Quintana Roo,2020-02-15,0,0
Quintana Roo,2020-02-16,0,0
Quintana Roo,2020-02-17,0,0
Quintana Roo,2020-02-18,0,0
Quintana Roo,2020-02-19,0,0
Quintana Roo,2020-02-20,0,0
Quintana Roo,2020-02-21,0,0
Quintana Roo,2020-02-22,0,0
Quintana Roo,2020-02-23,0,0
Quintana Roo,2020-02-24,0,0
Quintana Roo,2020-02-25,0,0
Quintana Roo,2020-02-26,0,0
Quintana Roo,2020-02-27,0,0
Quintana Roo,2020-02-28,0,0
Quintana Roo,2020-02-29,0,0
Quintana Roo,2020-03-01,0,0
Quintana Roo,2020-03-02,0,0
Quintana Roo,2020-03-03,0,0
Quintana Roo,2020-03-04,0,0
Quintana Roo,2020-03-05,0,0
Quintana Roo,2020-03-06,0,0
Quintana Roo,2020-03-07,0,0
Quintana Roo,2020-03-08,0,0
Quintana Roo,2020-03-09,0,0
Quintana Roo,2020-03-10,0,0
Quintana Roo,2020-03-11,0,0
Quintana Roo,2020-03-12,0,0
Quintana Roo,2020-03-13,1,0
Quintana Roo,2020-03-14,1,0
Quintana Roo,2020-03-15,1,0
Quintana Roo,2020-03-16,4,0
Quintana Roo,2020-03-17,4,0
Quintana Roo,2020-03-18,6,0
Quintana Roo,2020-03-19,6,0
Quintana Roo,2020-03-20,11,0
Quintana Roo,2020-03-21,12,0
Quintana Roo,2020-03-22,12,0
Quintana Roo,2020-03-23,21,0
Quintana Roo,2020-03-24,22,0
Quintana Roo,2020-03-25,22,0
Quintana Roo,2020-03-26,29,0
Quintana Roo,2020-03-27,29,0
Quintana Roo,2020-03-28,33,1
Quintana Roo,2020-03-29,38,1
Quintana Roo,2020-03-30,43,1
Quintana Roo,2020-03-31,47,1
Quintana Roo,2020-04-01,51,1
Quintana Roo,2020-04-02,56,1
Quintana Roo,2020-04-03,65,1
Quintana Roo,2020-04-04,75,2
Quintana Roo,2020-04-05,86,4
Quintana Roo,2020-04-06,115,8
Quintana Roo,2020-04-07,135,9
Quintana Roo,2020-04-08,143,10
Quintana Roo,2020-04-09,159,12
Quintana Roo,2020-04-10,163,13
Quintana Roo,2020-04-11,216,18
Quintana Roo,2020-04-12,223,19
Quintana Roo,2020-04-13,239,22
Quintana Roo,2020-04-14,245,25
Quintana Roo,2020-04-15,269,27
Quintana Roo,2020-04-16,276,28
San Luis Potosí,2020-01-23,0,0
San Luis Potosí,2020-01-24,0,0
San Luis Potosí,2020-01-25,0,0
San Luis Potosí,2020-01-26,0,0
San Luis Potosí,2020-01-27,0,0
San Luis Potosí,2020-01-28,0,0
San Luis Potosí,2020-01-29,0,0
San Luis Potosí,2020-01-30,0,0
San Luis Potosí,2020-01-31,0,0
San Luis Potosí,2020-02-01,0,0
San Luis Potosí,2020-02-02,0,0
San Luis Potosí,2020-02-03,0,0
San Luis Potosí,2020-02-04,0,0
San Luis Potosí,2020-02-05,0,0
San Luis Potosí,2020-02-06,0,0
San Luis Potosí,2020-02-07,0,0
San Luis Potosí,2020-02-08,0,0
San Luis Potosí,2020-02-09,0,0
San Luis Potosí,2020-02-10,0,0
San Luis Potosí,2020-02-11,0,0
San Luis Potosí,2020-02-12,0,0
San Luis Potosí,2020-02-13,0,0
San Luis Potosí,2020-02-14,0,0
San Luis Potosí,2020-02-15,0,0
San Luis Potosí,2020-02-16,0,0
San Luis Potosí,2020-02-17,0,0
San Luis Potosí,2020-02-18,0,0
San Luis Potosí,2020-02-19,0,0
San Luis Potosí,2020-02-20,0,0
San Luis Potosí,2020-02-21,0,0
San Luis Potosí,2020-02-22,0,0
San Luis Potosí,2020-02-23,0,0
San Luis Potosí,2020-02-24,0,0
San Luis Potosí,2020-02-25,0,0
San Luis Potosí,2020-02-26,0,0
San Luis Potosí,2020-02-27,0,0
San Luis Potosí,2020-02-28,0,0
San Luis Potosí,2020-02-29,0,0
San Luis Potosí,2020-03-01,0,0
San Luis Potosí,2020-03-02,0,0
San Luis Potosí,2020-03-03,0,0
San Luis Potosí,2020-03-04,0,0
San Luis Potosí,2020-03-05,0,0
San Luis Potosí,2020-03-06,0,0
San Luis Potosí,2020-03-07,0,0
San Luis Potosí,2020-03-08,0,0
San Luis Potosí,2020-03-09,0,0
San Luis Potosí,2020-03-10,0,0
San Luis Potosí,2020-03-11,0,0
San Luis Potosí,2020-03-12,0,0
San Luis Potosí,2020-03-13,0,0
San Luis Potosí,2020-03-14,1,0
San Luis Potosí,2020-03-15,2,0
San Luis Potosí,2020-03-16,2,0
San Luis Potosí,2020-03-17,2,0
San Luis Potosí,2020-03-18,3,0
San Luis Potosí,2020-03-19,7,0
San Luis Potosí,2020-03-20,7,0
San Luis Potosí,2020-03-21,9,0
San Luis Potosí,2020-03-22,12,0
San Luis Potosí,2020-03-23,16,0
San Luis Potosí,2020-03-24,16,0
San Luis Potosí,2020-03-25,17,1
San Luis Potosí,2020-03-26,18,2
San Luis Potosí,2020-03-27,19,2
San Luis Potosí,2020-03-28,20,2
San Luis Potosí,2020-03-29,24,2
San Luis Potosí,2020-03-30,25,2
San Luis Potosí,2020-03-31,25,2
San Luis Potosí,2020-04-01,31,2
San Luis Potosí,2020-04-02,33,2
San Luis Potosí,2020-04-03,35,2
San Luis Potosí,2020-04-04,35,2
San Luis Potosí,2020-04-05,37,2
San Luis Potosí,2020-04-06,37,3
San Luis Potosí,2020-04-07,41,3
San Luis Potosí,2020-04-08,43,4
San Luis Potosí,2020-04-09,47,4
San Luis Potosí,2020-04-10,48,4
San Luis Potosí,2020-04-11,51,4
San Luis Potosí,2020-04-12,53,4
San Luis Potosí,2020-04-13,55,4
San Luis Potosí,2020-04-14,55,4
San Luis Potosí,2020-04-15,56,4
San Luis Potosí,2020-04-16,56,4
Sinaloa,2020-01-23,0,0
Sinaloa,2020-01-24,0,0
Sinaloa,2020-01-25,0,0
Sinaloa,2020-01-26,0,0
Sinaloa,2020-01-27,0,0
Sinaloa,2020-01-28,0,0
Sinaloa,2020-01-29,0,0
Sinaloa,2020-01-30,0,0
Sinaloa,2020-01-31,0,0
Sinaloa,2020-02-01,0,0
Sinaloa,2020-02-02,0,0
Sinaloa,2020-02-03,0,0
Sinaloa,2020-02-04,0,0
Sinaloa,2020-02-05,0,0
Sinaloa,2020-02-06,0,0
Sinaloa,2020-02-07,0,0
Sinaloa,2020-02-08,0,0
Sinaloa,2020-02-09,0,0
Sinaloa,2020-02-10,0,0
Sinaloa,2020-02-11,0,0
Sinaloa,2020-02-12,0,0
Sinaloa,2020-02-13,0,0
Sinaloa,2020-02-14,0,0
Sinaloa,2020-02-15,0,0
Sinaloa,2020-02-16,0,0
Sinaloa,2020-02-17,0,0
Sinaloa,2020-02-18,0,0
Sinaloa,2020-02-19,0,0
Sinaloa,2020-02-20,0,0
Sinaloa,2020-02-21,0,0
Sinaloa,2020-02-22,0,0
Sinaloa,2020-02-23,0,0
Sinaloa,2020-02-24,0,0
Sinaloa,2020-02-25,0,0
Sinaloa,2020-02-26,0,0
Sinaloa,2020-02-27,0,0
Sinaloa,2020-02-28,1,0
Sinaloa,2020-02-29,1,0
Sinaloa,2020-03-01,1,0
Sinaloa,2020-03-02,1,0
Sinaloa,2020-03-03,1,0
Sinaloa,2020-03-04,1,0
Sinaloa,2020-03-05,1,0
Sinaloa,2020-03-06,1,0
Sinaloa,2020-03-07,1,0
Sinaloa,2020-03-08,1,0
Sinaloa,2020-03-09,1,0
Sinaloa,2020-03-10,1,0
Sinaloa,2020-03-11,1,0
Sinaloa,2020-03-12,1,0
Sinaloa,2020-03-13,1,0
Sinaloa,2020-03-14,1,0
Sinaloa,2020-03-15,2,0
Sinaloa,2020-03-16,2,0
Sinaloa,2020-03-17,2,0
Sinaloa,2020-03-18,2,0
Sinaloa,2020-03-19,3,0
Sinaloa,2020-03-20,3,0
Sinaloa,2020-03-21,3,0
Sinaloa,2020-03-22,4,0
Sinaloa,2020-03-23,4,0
Sinaloa,2020-03-24,4,0
Sinaloa,2020-03-25,4,0
Sinaloa,2020-03-26,8,0
Sinaloa,2020-03-27,9,0
Sinaloa,2020-03-28,14,0
Sinaloa,2020-03-29,19,0
Sinaloa,2020-03-30,24,3
Sinaloa,2020-03-31,27,3
Sinaloa,2020-04-01,32,4
Sinaloa,2020-04-02,42,4
Sinaloa,2020-04-03,51,5
Sinaloa,2020-04-04,74,10
Sinaloa,2020-04-05,90,12
Sinaloa,2020-04-06,97,12
Sinaloa,2020-04-07,111,13
Sinaloa,2020-04-08,125,13
Sinaloa,2020-04-09,138,15
Sinaloa,2020-04-10,171,18
Sinaloa,2020-04-11,214,24
Sinaloa,2020-04-12,229,24
Sinaloa,2020-04-13,245,28
Sinaloa,2020-04-14,261,34
Sinaloa,2020-04-15,292,38
Sinaloa,2020-04-16,327,40
Sonora,2020-01-23,0,0
Sonora,2020-01-24,0,0
Sonora,2020-01-25,0,0
Sonora,2020-01-26,0,0
Sonora,2020-01-27,0,0
Sonora,2020-01-28,0,0
Sonora,2020-01-29,0,0
Sonora,2020-01-30,0,0
Sonora,2020-01-31,0,0
Sonora,2020-02-01,0,0
Sonora,2020-02-02,0,0
Sonora,2020-02-03,0,0
Sonora,2020-02-04,0,0
Sonora,2020-02-05,0,0
Sonora,2020-02-06,0,0
Sonora,2020-02-07,0,0
Sonora,2020-02-08,0,0
Sonora,2020-02-09,0,0
Sonora,2020-02-10,0,0
Sonora,2020-02-11,0,0
Sonora,2020-02-12,0,0
Sonora,2020-02-13,0,0
Sonora,2020-02-14,0,0
Sonora,2020-02-15,0,0
Sonora,2020-02-16,0,0
Sonora,2020-02-17,0,0
Sonora,2020-02-18,0,0
Sonora,2020-02-19,0,0
Sonora,2020-02-20,0,0
Sonora,2020-02-21,0,0
Sonora,2020-02-22,0,0
Sonora,2020-02-23,0,0
Sonora,2020-02-24,0,0
Sonora,2020-02-25,0,0
Sonora,2020-02-26,0,0
Sonora,2020-02-27,0,0
Sonora,2020-02-28,0,0
Sonora,2020-02-29,0,0
Sonora,2020-03-01,0,0
Sonora,2020-03-02,0,0
Sonora,2020-03-03,0,0
Sonora,2020-03-04,0,0
Sonora,2020-03-05,0,0
Sonora,2020-03-06,0,0
Sonora,2020-03-07,0,0
Sonora,2020-03-08,0,0
Sonora,2020-03-09,0,0
Sonora,2020-03-10,0,0
Sonora,2020-03-11,0,0
Sonora,2020-03-12,0,0
Sonora,2020-03-13,0,0
Sonora,2020-03-14,0,0
Sonora,2020-03-15,0,0
Sonora,2020-03-16,0,0
Sonora,2020-03-17,1,0
Sonora,2020-03-18,1,0
Sonora,2020-03-19,2,0
Sonora,2020-03-20,2,0
Sonora,2020-03-21,2,0
Sonora,2020-03-22,4,0
Sonora,2020-03-23,4,0
Sonora,2020-03-24,4,0
Sonora,2020-03-25,4,0
Sonora,2020-03-26,7,0
Sonora,2020-03-27,8,0
Sonora,2020-03-28,10,0
Sonora,2020-03-29,14,0
Sonora,2020-03-30,17,0
Sonora,2020-03-31,17,0
Sonora,2020-04-01,18,0
Sonora,2020-04-02,21,0
Sonora,2020-04-03,22,0
Sonora,2020-04-04,27,1
Sonora,2020-04-05,28,1
Sonora,2020-04-06,30,1
Sonora,2020-04-07,35,1
Sonora,2020-04-08,46,2
Sonora,2020-04-09,48,4
Sonora,2020-04-10,55,5
Sonora,2020-04-11,65,5
Sonora,2020-04-12,69,5
Sonora,2020-04-13,72,9
Sonora,2020-04-14,73,9
Sonora,2020-04-15,78,9
Sonora,2020-04-16,89,10
Tabasco,2020-01-23,0,0
Tabasco,2020-01-24,0,0
Tabasco,2020-01-25,0,0
Tabasco,2020-01-26,0,0
Tabasco,2020-01-27,0,0
Tabasco,2020-01-28,0,0
Tabasco,2020-01-29,0,0
Tabasco,2020-01-30,0,0
Tabasco,2020-01-31,0,0
Tabasco,2020-02-01,0,0
Tabasco,2020-02-02,0,0
Tabasco,2020-02-03,0,0
Tabasco,2020-02-04,0,0
Tabasco,2020-02-05,0,0
Tabasco,2020-02-06,0,0
Tabasco,2020-02-07,0,0
Tabasco,2020-02-08,0,0
Tabasco,2020-02-09,0,0
Tabasco,2020-02-10,0,0
Tabasco,2020-02-11,0,0
Tabasco,2020-02-12,0,0
Tabasco,2020-02-13,0,0
Tabasco,2020-02-14,0,0
Tabasco,2020-02-15,0,0
Tabasco,2020-02-16,0,0
Tabasco,2020-02-17,0,0
Tabasco,2020-02-18,0,0
Tabasco,2020-02-19,0,0
Tabasco,2020-02-20,0,0
Tabasco,2020-02-21,0,0
Tabasco,2020-02-22,0,0
Tabasco,2020-02-23,0,0
Tabasco,2020-02-24,0,0
Tabasco,2020-02-25,0,0
Tabasco,2020-02-26,0,0
Tabasco,2020-02-27,0,0
Tabasco,2020-02-28,0,0
Tabasco,2020-02-29,0,0
Tabasco,2020-03-01,0,0
Tabasco,2020-03-02,0,0
Tabasco,2020-03-03,0,0
Tabasco,2020-03-04,0,0
Tabasco,2020-03-05,0,0
Tabasco,2020-03-06,0,0
Tabasco,2020-03-07,0,0
Tabasco,2020-03-08,0,0
Tabasco,2020-03-09,0,0
Tabasco,2020-03-10,0,0
Tabasco,2020-03-11,0,0
Tabasco,2020-03-12,0,0
Tabasco,2020-03-13,0,0
Tabasco,2020-03-14,0,0
Tabasco,2020-03-15,0,0
Tabasco,2020-03-16,0,0
Tabasco,2020-03-17,0,0
Tabasco,2020-03-18,1,0
Tabasco,2020-03-19,1,0
Tabasco,2020-03-20,2,0
Tabasco,2020-03-21,4,0
Tabasco,2020-03-22,5,0
Tabasco,2020-03-23,6,0
Tabasco,2020-03-24,6,0
Tabasco,2020-03-25,6,0
Tabasco,2020-03-26,17,0
Tabasco,2020-03-27,21,0
Tabasco,2020-03-28,27,0
Tabasco,2020-03-29,33,0
Tabasco,2020-03-30,38,0
Tabasco,2020-03-31,48,0
Tabasco,2020-04-01,52,1
Tabasco,2020-04-02,62,3
Tabasco,2020-04-03,73,3
Tabasco,2020-04-04,83,3
Tabasco,2020-04-05,97,4
Tabasco,2020-04-06,107,8
Tabasco,2020-04-07,108,8
Tabasco,2020-04-08,112,8
Tabasco,2020-04-09,113,9
Tabasco,2020-04-10,134,9
Tabasco,2020-04-11,143,12
Tabasco,2020-04-12,153,12
Tabasco,2020-04-13,156,14
Tabasco,2020-04-14,195,19
Tabasco,2020-04-15,210,21
Tabasco,2020-04-16,233,25
Tamaulipas,2020-01-23,0,0
Tamaulipas,2020-01-24,0,0
Tamaulipas,2020-01-25,0,0
Tamaulipas,2020-01-26,0,0
Tamaulipas,2020-01-27,0,0
Tamaulipas,2020-01-28,0,0
Tamaulipas,2020-01-29,0,0
Tamaulipas,2020-01-30,0,0
Tamaulipas,2020-01-31,0,0
Tamaulipas,2020-02-01,0,0
Tamaulipas,2020-02-02,0,0
Tamaulipas,2020-02-03,0,0
Tamaulipas,2020-02-04,0,0
Tamaulipas,2020-02-05,0,0
Tamaulipas,2020-02-06,0,0
Tamaulipas,2020-02-07,0,0
Tamaulipas,2020-02-08,0,0
Tamaulipas,2020-02-09,0,0
Tamaulipas,2020-02-10,0,0
Tamaulipas,2020-02-11,0,0
Tamaulipas,2020-02-12,0,0
Tamaulipas,2020-02-13,0,0
Tamaulipas,2020-02-14,0,0
Tamaulipas,2020-02-15,0,0
Tamaulipas,2020-02-16,0,0
Tamaulipas,2020-02-17,0,0
Tamaulipas,2020-02-18,0,0
Tamaulipas,2020-02-19,0,0
Tamaulipas,2020-02-20,0,0
Tamaulipas,2020-02-21,0,0
Tamaulipas,2020-02-22,0,0
Tamaulipas,2020-02-23,0,0
Tamaulipas,2020-02-24,0,0
Tamaulipas,2020-02-25,0,0
Tamaulipas,2020-02-26,0,0
Tamaulipas,2020-02-27,0,0
Tamaulipas,2020-02-28,0,0
Tamaulipas,2020-02-29,0,0
Tamaulipas,2020-03-01,0,0
Tamaulipas,2020-03-02,0,0
Tamaulipas,2020-03-03,0,0
Tamaulipas,2020-03-04,0,0
Tamaulipas,2020-03-05,0,0
Tamaulipas,2020-03-06,0,0
Tamaulipas,2020-03-07,0,0
Tamaulipas,2020-03-08,0,0
Tamaulipas,2020-03-09,0,0
Tamaulipas,2020-03-10,0,0
Tamaulipas,2020-03-11,0,0
Tamaulipas,2020-03-12,0,0
Tamaulipas,2020-03-13,0,0
Tamaulipas,2020-03-14,0,0
Tamaulipas,2020-03-15,0,0
Tamaulipas,2020-03-16,0,0
Tamaulipas,2020-03-17,1,0
Tamaulipas,2020-03-18,2,0
Tamaulipas,2020-03-19,2,0
Tamaulipas,2020-03-20,2,0
Tamaulipas,2020-03-21,3,0
Tamaulipas,2020-03-22,4,0
Tamaulipas,2020-03-23,5,0
Tamaulipas,2020-03-24,5,0
Tamaulipas,2020-03-25,6,0
Tamaulipas,2020-03-26,6,0
Tamaulipas,2020-03-27,6,0
Tamaulipas,2020-03-28,6,0
Tamaulipas,2020-03-29,7,0
Tamaulipas,2020-03-30,8,0
Tamaulipas,2020-03-31,8,0
Tamaulipas,2020-04-01,9,0
Tamaulipas,2020-04-02,13,0
Tamaulipas,2020-04-03,16,0
Tamaulipas,2020-04-04,20,1
Tamaulipas,2020-04-05,26,1
Tamaulipas,2020-04-06,31,1
Tamaulipas,2020-04-07,32,3
Tamaulipas,2020-04-08,43,3
Tamaulipas,2020-04-09,46,3
Tamaulipas,2020-04-10,48,3
Tamaulipas,2020-04-11,49,3
Tamaulipas,2020-04-12,53,3
Tamaulipas,2020-04-13,53,3
Tamaulipas,2020-04-14,55,3
Tamaulipas,2020-04-15,60,4
Tamaulipas,2020-04-16,78,4
Tlaxcala,2020-01-23,0,0
Tlaxcala,2020-01-24,0,0
Tlaxcala,2020-01-25,0,0
Tlaxcala,2020-01-26,0,0
Tlaxcala,2020-01-27,0,0
Tlaxcala,2020-01-28,0,0
Tlaxcala,2020-01-29,0,0
Tlaxcala,2020-01-30,0,0
Tlaxcala,2020-01-31,0,0
Tlaxcala,2020-02-01,0,0
Tlaxcala,2020-02-02,0,0
Tlaxcala,2020-02-03,0,0
Tlaxcala,2020-02-04,0,0
Tlaxcala,2020-02-05,0,0
Tlaxcala,2020-02-06,0,0
Tlaxcala,2020-02-07,0,0
Tlaxcala,2020-02-08,0,0
Tlaxcala,2020-02-09,0,0
Tlaxcala,2020-02-10,0,0
Tlaxcala,2020-02-11,0,0
Tlaxcala,2020-02-12,0,0
Tlaxcala,2020-02-13,0,0
Tlaxcala,2020-02-14,0,0
Tlaxcala,2020-02-15,0,0
Tlaxcala,2020-02-16,0,0
Tlaxcala,2020-02-17,0,0
Tlaxcala,2020-02-18,0,0
Tlaxcala,2020-02-19,0,0
Tlaxcala,2020-02-20,0,0
Tlaxcala,2020-02-21,0,0
Tlaxcala,2020-02-22,0,0
Tlaxcala,2020-02-23,0,0
Tlaxcala,2020-02-24,0,0
Tlaxcala,2020-02-25,0,0
Tlaxcala,2020-02-26,0,0
Tlaxcala,2020-02-27,0,0
Tlaxcala,2020-02-28,0,0
Tlaxcala,2020-02-29,0,0
Tlaxcala,2020-03-01,0,0
Tlaxcala,2020-03-02,0,0
Tlaxcala,2020-03-03,0,0
Tlaxcala,2020-03-04,0,0
Tlaxcala,2020-03-05,0,0
Tlaxcala,2020-03-06,0,0
